name,price
包邮 从零开始学Python 编程语言与程序设计,23.20
Python机器学习,50.60
Python游戏设计案例实战,43.51
包邮 Selenium3自动化测试实战 基于Python语言,42.10
包邮 Selenium3自动化测试实战 基于Python语言,42.10
Python程序设计现代方法,39.84
跟老齐学Python,51.30
跟老齐学Python,51.30
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
Python Web开发实战,77.20
包邮 金融科技人工智能实战-以Python为工具,48.30
包邮 金融科技人工智能实战-以Python为工具,48.30
Python程序设计开发宝典,51.54
Python数据分析基础,47.00
Python编程基础与应用,33.00
Python数据分析基础,47.00
交互的Python 数据分析入门,38.90
Python编程基础（视频讲解版）,42.40
Python编程基础与应用,33.00
PYTHON 3.X基础教程,48.70
Python3面向对象编程(第2版),69.80
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python编程基础（视频讲解版）,42.40
Python核心技术实战详解,71.37
Python地理空间分析指南(第2版),39.10
Python3.7编程快速入门,46.02
Python3面向对象编程(第2版),69.80
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python3.x全栈开发从入门到精通,63.39
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python机器学习编程与实战,37.40
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python3.7编程快速入门,46.02
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
Python3.x全栈开发从入门到精通,63.39
用Python写网络爬虫(第2版),41.70
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
Python轻松学：爬虫、游戏与架站,51.74
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
包邮 从零开始学Python 编程语言与程序设计,23.20
Python机器学习,50.60
用Python写网络爬虫(第2版),41.70
Python游戏设计案例实战,43.51
Python程序设计现代方法,39.84
Python轻松学：爬虫、游戏与架站,51.74
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发实战,77.20
包邮 从零开始学Python 编程语言与程序设计,23.20
Python程序设计开发宝典,51.54
交互的Python 数据分析入门,38.90
Python机器学习,50.60
PYTHON 3.X基础教程,48.70
Python游戏设计案例实战,43.51
Python核心技术实战详解,71.37
Python程序设计现代方法,39.84
Python地理空间分析指南(第2版),39.10
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python Web开发实战,77.20
Python程序设计开发宝典,51.54
Python机器学习编程与实战,37.40
交互的Python 数据分析入门,38.90
PYTHON 3.X基础教程,48.70
Python核心技术实战详解,71.37
Python地理空间分析指南(第2版),39.10
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python机器学习编程与实战,37.40
包邮 Selenium3自动化测试实战 基于Python语言,42.10
跟老齐学Python,51.30
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
包邮 金融科技人工智能实战-以Python为工具,48.30
Python数据分析基础,47.00
Python编程基础与应用,33.00
Python编程基础（视频讲解版）,42.40
Python3面向对象编程(第2版),69.80
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python3.7编程快速入门,46.02
Python3.x全栈开发从入门到精通,63.39
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
用Python写网络爬虫(第2版),41.70
Python轻松学：爬虫、游戏与架站,51.74
包邮 从零开始学Python 编程语言与程序设计,23.20
Python机器学习,50.60
Python游戏设计案例实战,43.51
Python程序设计现代方法,39.84
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发实战,77.20
Python程序设计开发宝典,51.54
交互的Python 数据分析入门,38.90
PYTHON 3.X基础教程,48.70
Python核心技术实战详解,71.37
Python地理空间分析指南(第2版),39.10
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python机器学习编程与实战,37.40
包邮 Selenium3自动化测试实战 基于Python语言,42.10
跟老齐学Python,51.30
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
包邮 金融科技人工智能实战-以Python为工具,48.30
Python数据分析基础,47.00
包邮 Selenium3自动化测试实战 基于Python语言,42.10
Python编程基础与应用,33.00
Python编程基础（视频讲解版）,42.40
Python3面向对象编程(第2版),69.80
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
跟老齐学Python,51.30
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
包邮 金融科技人工智能实战-以Python为工具,48.30
Python3.7编程快速入门,46.02
Python3.x全栈开发从入门到精通,63.39
Python数据分析基础,47.00
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
Python编程基础与应用,33.00
Python编程基础（视频讲解版）,42.40
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
Python3面向对象编程(第2版),69.80
用Python写网络爬虫(第2版),41.70
Python轻松学：爬虫、游戏与架站,51.74
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python3.7编程快速入门,46.02
包邮 从零开始学Python 编程语言与程序设计,23.20
Python3.x全栈开发从入门到精通,63.39
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python机器学习,50.60
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
用Python写网络爬虫(第2版),41.70
Python游戏设计案例实战,43.51
Python轻松学：爬虫、游戏与架站,51.74
包邮 从零开始学Python 编程语言与程序设计,23.20
Python程序设计现代方法,39.84
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python机器学习,50.60
Python游戏设计案例实战,43.51
Python Web开发实战,77.20
Python程序设计开发宝典,51.54
Python程序设计现代方法,39.84
交互的Python 数据分析入门,38.90
PYTHON 3.X基础教程,48.70
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发实战,77.20
Python核心技术实战详解,71.37
Python程序设计开发宝典,51.54
交互的Python 数据分析入门,38.90
Python地理空间分析指南(第2版),39.10
Python数据挖掘与机器学习实战,54.80
PYTHON 3.X基础教程,48.70
Python高效开发实战：Django、Tornado、Fl,48.95
Python机器学习编程与实战,37.40
Python核心技术实战详解,71.37
Python地理空间分析指南(第2版),39.10
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python机器学习编程与实战,37.40
包邮 Selenium3自动化测试实战 基于Python语言,42.10
跟老齐学Python,51.30
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
包邮 金融科技人工智能实战-以Python为工具,48.30
Python数据分析基础,47.00
Python编程基础与应用,33.00
Python编程基础（视频讲解版）,42.40
Python3面向对象编程(第2版),69.80
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python3.7编程快速入门,46.02
Python3.x全栈开发从入门到精通,63.39
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
用Python写网络爬虫(第2版),41.70
Python轻松学：爬虫、游戏与架站,51.74
包邮 从零开始学Python 编程语言与程序设计,23.20
Python机器学习,50.60
Python游戏设计案例实战,43.51
Python程序设计现代方法,39.84
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发实战,77.20
Python程序设计开发宝典,51.54
交互的Python 数据分析入门,38.90
PYTHON 3.X基础教程,48.70
Python核心技术实战详解,71.37
Python地理空间分析指南(第2版),39.10
Python数据挖掘与机器学习实战,54.80
Python高效开发实战：Django、Tornado、Fl,48.95
Python机器学习编程与实战,37.40
包邮 Selenium3自动化测试实战 基于Python语言,42.10
跟老齐学Python,51.30
Python Web开发基础教程(Django版工业和信息化十三五人才培养规划教材),37.49
包邮 金融科技人工智能实战-以Python为工具,48.30
Python数据分析基础,47.00
Python编程基础与应用,33.00
Python编程基础（视频讲解版）,42.40
Python3面向对象编程(第2版),69.80
Python语言程序设计基础 第2版 嵩天 python编程入门书籍 python书籍,27.50
Python3.7编程快速入门,46.02
Python3.x全栈开发从入门到精通,63.39
包邮 深度学习入门-基于Python的理论与实现+笨办法 学Python 3全2册,78.90
HEAD FIRT PYTHON(第2版)(美)保罗？巴里 ,97.30
Python极客项目编程 Python编程开发Python基础教程  人民邮电出版社,56.60
用Python写网络爬虫(第2版),41.70
Python轻松学：爬虫、游戏与架站,51.74
包邮 从零开始学Python 编程语言与程序设计,23.20
Python机器学习,50.60
Python游戏设计案例实战,43.51
Python程序设计现代方法,39.84
Python爬虫大数据采集与挖掘(微课视频版)/大数据与人工智能技术丛书,36.98
Python Web开发实战,77.20
Python程序设计开发宝典,51.54
